"","User","Region","Tweet"
"61","USER_79321756","Pacific West","Its been a long time since I stepppped out in da town! My girl said u steppin out tonight or u work n da a.m! I said..Both! "
"62","USER_79321756","Pacific West","RT : Done with dinner... Quick trip to the mall.&gt;&gt;Man I needed to go there! Lol."
"63","USER_79321756","Pacific West","If I was yo boy friend I wouldn't give you no dick to keep yo ass in check! --suga free"
"64","USER_79321756","Pacific West","This Is pimpiiiiiiiiiin."
"65","USER_79321756","Pacific West"," thanks:). Lol."
"66","USER_79321756","Pacific West","Summa summa summa tiiiiiiimmmmme!"
"67","USER_79321756","Pacific West","I been all around da world..been in da bed wit 2 girls..But I neva been a snitch.. --"
"68","USER_79321756","Pacific West"," And come get these shoes. foo..lol. Dayumn! Babys grow! You might as well hang dem up! Jk"
"69","USER_79321756","Pacific West","I should go get some HENNY! But ima chill out:)."
"70","USER_79321756","Pacific West","And I really don't drink like that. I've been doing better though. Aint been getting sick! Hey!"
"71","USER_79321756","Pacific West","My backs hurting"
"72","USER_79321756","Pacific West","RT : Happy Birthday to Flashlight aka sha sha without a y, aka  : from the Bankheads&gt;&gt;lol! Aye!Happy bday shay!"
"73","USER_79321756","Pacific West","RT : My backs hurting&gt;&gt;reading my time line and my back hurts even worse today! Dayum! Ha."
"74","USER_79321756","Pacific West","Last break is over..I'm goin in! And it was super late! I'm off at 230! Can't wait! Crab and chicken callin my name callin my name!:)"
"75","USER_79321756","Pacific West","So I wonder how tweeps would feel if I tweeted ...  is takin a shit. Don't tell nobody else... "
"321","USER_064b120e","Pacific West"," lol , I've noticed . nothing wrong with that tho . I feel you on the one class left too ."
"322","USER_064b120e","Pacific West","RT : ay twitches..tryna follow everybody who fux wit me..so hit me up «-- what's good :)"
"323","USER_064b120e","Pacific West","just finished writing this english paper . damn fingers are on fire because I was rushing to finish lol ."
"324","USER_064b120e","Pacific West"," aaaw ? lol ."
"325","USER_064b120e","Pacific West","RT :  here u get a cookie «-- if it aint chocolate chip, then I don't want it lol ."
"326","USER_064b120e","Pacific West"," nothing much , posted up and hungry af . you ?"
"327","USER_064b120e","Pacific West","now following -  :) whutsup?"
"328","USER_064b120e","Pacific West","people put on a big front to impress others . fuck that , "
"329","USER_064b120e","Pacific West"," the ludacris one . have you heard it , he got off on that one ."
"330","USER_064b120e","Pacific West","I'm tired of being nice to people . always taking it for granted ."
"331","USER_064b120e","Pacific West",""
"332","USER_064b120e","Pacific West","RT :  nah ur already cute lol. i like ya nosering «-- lol , thank you ."
"333","USER_064b120e","Pacific West","and here comes the rain :)"
"334","USER_064b120e","Pacific West","now following --  :) wuddup ?"
"335","USER_064b120e","Pacific West","RT :  Hey.. «-- what's good w. you ?"
"336","USER_064b120e","Pacific West",""
"337","USER_064b120e","Pacific West"," yeah I agree . hip hop has been slippin on their songs . I don't even listen to the radio anymore ."
"338","USER_064b120e","Pacific West","""I like the way he chew . I might beat off to the sight of that tonight"" "
"339","USER_064b120e","Pacific West","RT :  i love justen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! «-- obviously not enough if you can't spell his name right ."
"340","USER_064b120e","Pacific West","RT : "
"341","USER_064b120e","Pacific West"," l m a o . you are too cute :-* I love you . I'm glad I'm rhythimatic haha ."
"342","USER_064b120e","Pacific West","where is all my blackberry users at with bbm ?"
"343","USER_064b120e","Pacific West"," girl I am too , cause if he seriously waited for something to pop up then he's an idiot lmao ."
"344","USER_064b120e","Pacific West","RT :  im sitn over here DYIN hahaha that made my mornin!! THANKS FOR SHARIN haha smh ... «-- no problem love lol"
"345","USER_064b120e","Pacific West","ehh , I'm two seconds from going home . I'm feeling horrible right now . the more I sit here , the more I feel worse ."
"346","USER_064b120e","Pacific West",""
"347","USER_064b120e","Pacific West","RT : "
"348","USER_064b120e","Pacific West","now the party don't start til I wake in :-*"
"349","USER_064b120e","Pacific West","I hate bus rides , these shits always make my stomach hurt ."
"350","USER_064b120e","Pacific West","RT :  Naw I don't drink alcohol lol.. its bad for my health haha «-- yeah right ."
"351","USER_064b120e","Pacific West","I've been having a really good day .  is amazing ♥ I just love her ."
"352","USER_064b120e","Pacific West","RT :  WRONG answer lol «-- lol . oh were you looking for a specific answer ?"
"353","USER_064b120e","Pacific West","I see someone is hurting .."
"354","USER_064b120e","Pacific West","weak girls make me sick . c'mon females , we're much stronger then that ."
"625","USER_4a302bbd","Pacific West"," LOL just get em! This whole starving ya self thing is crazy!"
"626","USER_4a302bbd","Pacific West"," Hello New Follower. LOL nice to FOLLOW u LOL"
"627","USER_4a302bbd","Pacific West","RT : Christina Milian and The Dream had their baby!!! I'm so glad the baby look like Christina! LMAO"
"628","USER_4a302bbd","Pacific West"," HA! "
"629","USER_4a302bbd","Pacific West","Hahaha that's comedy! RT : cause u probably fell in love with a bitch lol RT  ""Love is always a bitch"""
"630","USER_4a302bbd","Pacific West"," wassup!"
"631","USER_4a302bbd","Pacific West","OMG txting my buddy  I missed that dude!!"
"632","USER_4a302bbd","Pacific West","Dang my favorite ice cream is in the freezer oh boy am I overjoyed !"
"633","USER_4a302bbd","Pacific West"," At sears! Sorry I'm late in replying"
"634","USER_4a302bbd","Pacific West"," Awww don't lose hope on the Bucks their bomb!"
"635","USER_4a302bbd","Pacific West"," I'm not gonna get a thing trust I'm to ""blessed"" LOL!"
"636","USER_4a302bbd","Pacific West"," I know I know! But the way he said it! He's white I'm mad lol gosh"
"637","USER_4a302bbd","Pacific West"," LMAO yuuuup I love that movie idk why"
"638","USER_4a302bbd","Pacific West"," Hey Hey Hey! I Like Her. Only Heidi Montang should be played in elevators cause ppl have no choice but to listen."
"639","USER_4a302bbd","Pacific West"," No actually haven't been to LA in a week or two. I won't be in LA until mid March again probably"
"640","USER_4a302bbd","Pacific West",""
"641","USER_4a302bbd","Pacific West"," Ouch! That's rude don't knock Sade! She's cool beanz she's mellow I love it!"
"642","USER_4a302bbd","Pacific West",""
"643","USER_4a302bbd","Pacific West"," Becuz I'm German ima Nazi? LOL! Aww "
"644","USER_4a302bbd","Pacific West"," I like both :)"
"645","USER_4a302bbd","Pacific West"," Ouch! That's mean"
"646","USER_4a302bbd","Pacific West"," For?"
"647","USER_4a302bbd","Pacific West","Hate that shit! Its annoying huh? RT : so apparently im tlkn to sumbdy lmfao- even tho idk who the fck im tlkn to!!"
"648","USER_4a302bbd","Pacific West","Time to rest to prevent stress! Goodnight :)"
"649","USER_4a302bbd","Pacific West"," :)"
"650","USER_4a302bbd","Pacific West","This Wal Mart movie is so sad! I feel bad AGAIN!"
"651","USER_4a302bbd","Pacific West","Chocolate makes my life everytime it touches my tongue "
"652","USER_4a302bbd","Pacific West","I'm mad at  today! lol"
"653","USER_4a302bbd","Pacific West"," Yup u might help her sell more then they trying! I had forgot wat day she was releasing it"
"654","USER_4a302bbd","Pacific West"," Damn lol your anixious huh?"
"655","USER_4a302bbd","Pacific West"," I wanna see Any of Janets emotional scences cause I will believe it cause it was around the time MJ died :("
"656","USER_4a302bbd","Pacific West","Realized ima complicated dude!"
"657","USER_4a302bbd","Pacific West"," its gonna be bomb!!!"
"658","USER_4a302bbd","Pacific West"," Fa sure :)"
"659","USER_4a302bbd","Pacific West"," LMAO u stay in nyc"
"660","USER_4a302bbd","Pacific West"," Oh really"
"661","USER_4a302bbd","Pacific West"," sup"
"662","USER_4a302bbd","Pacific West"," Awww yup! I was at a Lakers game last week and was like Aww good times! I saw  3 times in 2009 lol"
"663","USER_4a302bbd","Pacific West"," Uh nothing I'm sleepy u?"
"664","USER_4a302bbd","Pacific West"," SMH no not the solution."
"665","USER_4a302bbd","Pacific West"," OMG when was ur bday! U didn't tell anybody lol"
"666","USER_4a302bbd","Pacific West"," Oh I hate studying! But it all pays off at the end of it"
"667","USER_4a302bbd","Pacific West"," Wassup!"
"668","USER_4a302bbd","Pacific West"," yeah there is! I might have to leave soon because I am moving"
"669","USER_4a302bbd","Pacific West","Hmmmm what am I gonna do tonight?"
"670","USER_4a302bbd","Pacific West"," I know! :( it sucks I really miss my buddy!!"
"671","USER_4a302bbd","Pacific West","My swag is so serious but I joke like a comedian!"
"672","USER_4a302bbd","Pacific West"," YAY omg cannot wait! It'll be good to go out with my buddy!!"
"673","USER_4a302bbd","Pacific West"," Everyones been asking! When I came around they had it all planned out."
"674","USER_4a302bbd","Pacific West","One hour to Freedom! Let's GO!"
"675","USER_4a302bbd","Pacific West"," Wassup"
"676","USER_4a302bbd","Pacific West"," EH Monique"
"677","USER_4a302bbd","Pacific West"," Deciding where I'm goin to apply! And making plans for the upcoming months! And u?"
"678","USER_4a302bbd","Pacific West"," Why! Lol it depressing. I want the sun back like now :)"
"679","USER_4a302bbd","Pacific West"," I used to live in Europe so I'm good lol"
"1038","USER_84c6cec6","Pacific West","My mom is being such a douche today. Why did I move back? Whyyyy???"
"1039","USER_84c6cec6","Pacific West","Alex Lambert would be so cute if he got a friggin haircut. And I really like Andrew."
"1040","USER_84c6cec6","Pacific West"," yup yup. brynniiee lol"
"1041","USER_84c6cec6","Pacific West"," lmao. It would be hilarious tho. Ya, I'm sick."
"1042","USER_84c6cec6","Pacific West"," That's good. :D"
"1043","USER_84c6cec6","Pacific West","OMG WAIT WHAT. so sad. so sad."
"1044","USER_84c6cec6","Pacific West"," Where at?!"
"1045","USER_84c6cec6","Pacific West","Why am I on a Sonic list??"
"1046","USER_84c6cec6","Pacific West","Why no updates today? I need to find something to read...."
"1047","USER_84c6cec6","Pacific West"," I love that movie. Have fun. :)"
"1048","USER_84c6cec6","Pacific West","i'm bored, you guys. someone entertain me."
"1049","USER_84c6cec6","Pacific West"," goodnight sleep tight don't let the bedbugs bite :)"
"1050","USER_84c6cec6","Pacific West","ACitD.... Oh my god."
"1051","USER_84c6cec6","Pacific West"," A Constant in the Darkness. It's so amazing."
"1052","USER_84c6cec6","Pacific West","I have a horrible headache.... And someone stole the ibuprofen from my purse. :("
"1053","USER_84c6cec6","Pacific West","Omg fine. Someone at least rec me something to read? B/E.. Not too many chapters in yet..AH would be nice.. Thanks."
"1054","USER_84c6cec6","Pacific West"," lol. yup! :) she's pretty awesome."
"1313","USER_6113e677","Pacific West","On  some guy says that there's other ways for Americans to get money other than collecting unemployement! Blk guys asks what!"
"1314","USER_6113e677","Pacific West","As soon as the black guy says ""what else is there to do""  cuts him off!!!!! Wtf! I wanted to hear that guys dumbass answer"
"1315","USER_6113e677","Pacific West","March 4th,  Blue Que on 28th & Jst: B-SMOOVE VIDEO RELEASE. Perf. by:  &   & B-Smoove + mo"
"1316","USER_6113e677","Pacific West"," as a producer tho, I feel if a person wants to buy a beat from u and their pretty wah wah, then don't give them exsclusives lol"
"1317","USER_6113e677","Pacific West"," sure do! I'm tired of walking into Subway & the guy making my $d foot long is telling me his business plans for rap"
"1318","USER_6113e677","Pacific West","So uhm, yeah, does anyone else have a fetish to watch 2 midgets hump!!!!! I mean, I jus wanna see how they do it 2gether"
"1319","USER_6113e677","Pacific West","I think we're going to name my debut solo album; ""FRESH OFF THE PORCH"". What ya'll think! U got a better name, let me hear it!"
"1320","USER_6113e677","Pacific West","RT : March 26th  The Silk Bar     & More. Mark ya calendars bcuz u dnt want to miss it"
"1321","USER_6113e677","Pacific West","(Yo, that's a hella good 1 right there) RT :  I like ""Porch Politician"""
"1322","USER_6113e677","Pacific West","Follow:                "
"1323","USER_6113e677","Pacific West","Queens 2 follow:         "
"1324","USER_6113e677","Pacific West"," well, I am afreak, but I've always been intrigued to see two midgets doing it doggystyle or see them lift legs up! Lol"
"1325","USER_6113e677","Pacific West","YOU WANT TO GET A FEATURE FROM SWIFF TODAY, GET AT ME..... TODAYS RAINY PRICE IS ONLY $75.00 TIME RUNNING OUT"
"1326","USER_6113e677","Pacific West"," awwww, u'll be alright again"
"1327","USER_6113e677","Pacific West"," man, we up here in Sac putting in mad work to take this to the next level. Don't you have some a&r's to send this way!"
"1328","USER_6113e677","Pacific West","Natalie Cole is thick yo! I mean, I didn't know her booty was that thick and round."
"1329","USER_6113e677","Pacific West","I'm hungry! What to eat, what to eat! We have no SOUL FOOD spots in Sacramento AT ALL! That sux"
"1330","USER_6113e677","Pacific West","'s Debut album: PORCH POLITICIAN coming soon. With features by:    Chris ""classic"" Jones & more."
"1331","USER_6113e677","Pacific West",""
"1332","USER_6113e677","Pacific West"," last nigga wasn't eating his desert right! Lmao!"
"1333","USER_6113e677","Pacific West","2nite  Blue Cue on 28th & Jst B-SMOOVE VIDEO RELEASE Perf. by:  &   & more. BIGGEST PARTY OF 2010"
"1334","USER_6113e677","Pacific West","RT : 2nite  Blue Cue on 28th & Jst B-SMOOVE VIDEO RELEASE Perf. by:  &  "
"1335","USER_6113e677","Pacific West",""
"1336","USER_6113e677","Pacific West","(*winks back.. What it be like!) RT :  [ :"
"1337","USER_6113e677","Pacific West"," u right about that! Lol. VDay savior"
"1338","USER_6113e677","Pacific West"," and ya'llaint here at the Blue Que tonight gettin ya grown & sexy on! Dayum shame :("
"1339","USER_6113e677","Pacific West"," lol, slide thru boy, ha a drank wit me b4 I rock the mic"
"1340","USER_6113e677","Pacific West","There's some thick 1z in the buildin tonight ya'll. Bring ya'll lazy asses up to Blue Que right now"
"1341","USER_6113e677","Pacific West","My brotha  made it crack tonite, along with me & B-Smoove. Niggas putting Sac on the map"
"1342","USER_6113e677","Pacific West","I'm drunk, so if u don't like what I'm saying right now,,,,,,,, FUCK U TWICE! I'm in my zone right now! STRUGGLE MOBB GO-RILLAZ"
"1343","USER_6113e677","Pacific West","SACRAMENTO, STAND THE FUCK UP!"
"1344","USER_6113e677","Pacific West","(Make sure I'm ok my nigg) RT :  sound like he been drinkin that yaaadddaaaa juice haha"
"1345","USER_6113e677","Pacific West","(Where) RT : If u know where I live come thru!!"
"1346","USER_6113e677","Pacific West","Follow  he a real nigga! Plus he one of my go-rilla niggaz"
"1347","USER_6113e677","Pacific West"," we do it big wherever we go, and all my brew city city fam get A-1 treatment"
"1348","USER_6113e677","Pacific West","Jus waking up. Don't think I have a hangover, but I'm starving like a mudafucka! What's good twitter, thanks for the follow Fridays"
"1349","USER_6113e677","Pacific West","I don't judge men, that that nigga swiff fly den a mudda fuckka"
"1350","USER_6113e677","Pacific West","RT : RT : They set up a twitter page called;  pray for the youngster!!!!!! FIND J-KWON"
"1351","USER_6113e677","Pacific West","RT : Just signed on www.twtmuzik.net"
"1352","USER_6113e677","Pacific West"," let's start the hug push out here in Cali bruh! Hit me"
"1353","USER_6113e677","Pacific West","And that's on my global! :)"
"1354","USER_6113e677","Pacific West"," so......... Where's my italiano sweetie!"
"1355","USER_6113e677","Pacific West","RT : Big shot out to:       "
"1356","USER_6113e677","Pacific West"," in the studio boo! How you been!"
"1357","USER_6113e677","Pacific West"," nah, but I might record that 1 tonight"
"1358","USER_6113e677","Pacific West","My niggas is crackin me up. They ovr here arguing ovr ppl who argue! How funny is that!"
"1359","USER_6113e677","Pacific West","RT : how u claim u really me and didnt even spell my name right &gt; "
"1360","USER_6113e677","Pacific West"," club ritz is finna splash hard with young dro next week I heard."
"1361","USER_6113e677","Pacific West","ATTN PRODUCERS: BEAT BATTLE AT  in SACRAMENTO. U THINK U GOT BEATS. HURRY UP AND GET THERE"
"1362","USER_6113e677","Pacific West"," I hate to say, but TarHeels. Lol"
"1363","USER_6113e677","Pacific West","Shoutout to the boy boy  for giving my song the opp to be heard! Ya'll follow an on air personality who's as real as they come"
"1364","USER_6113e677","Pacific West","Also, don't forget to follow my girl  not only is she mad cute, but she gangsta! ;)"
"1365","USER_6113e677","Pacific West"," lmao, I got a few of those the other day! Dude was like what u bang homie! I answered: 4ch & $ u failure. Hahaha"
"1366","USER_6113e677","Pacific West"," sum1 come get me!"
"1367","USER_6113e677","Pacific West"," let me try to email it to ya! Whas the gmail."
"1368","USER_6113e677","Pacific West"," girl I went sooo hard at the sho Thurs. We got footage coming real soon. We at club blush right now banging it out. "
"1369","USER_6113e677","Pacific West","I SUPPORT SACRAMENTO MUSIC.... THIS MY HOME..... IF U DON'T THEN SUCK MY SOUTHSIDE DICK..... BIOTCH. I'm a true SACRAMENTO RYDAH!"
"1370","USER_6113e677","Pacific West","Lmao we lost the parkingticket hella drunk"
"1371","USER_6113e677","Pacific West","Dayum, I'm hella weak, & we jus got into Lyons! This is str8 hilarous."
"1372","USER_6113e677","Pacific West","Man, aint no party like a sac city party cuz a Sac city party don't stp!"
"1373","USER_6113e677","Pacific West","(Negro, I'm still up, watchin tv. Lol)RT : OK....IM REALLY SLEEPY, MY EYES ARE NOT LISTENING TO MY BRAIN!!.....THIS IS NOT UNITY"
"1374","USER_6113e677","Pacific West"," b-Smoove"
"1823","USER_4c2ec32c","Pacific West"," THANKS HUN(: RIGHT BACK AT YA"
"1824","USER_4c2ec32c","Pacific West","RT : I loved, Im loving, I will keep on loving! -(love strings)"
"1825","USER_4c2ec32c","Pacific West","RT : Its important to know your strengths and just as important to know your weaknesses. "
"1826","USER_4c2ec32c","Pacific West"," YES YOU ARE RIGHT (: "
"1827","USER_4c2ec32c","Pacific West","THE WAY YOU PROTECT YOUR FRIENDS BABY I RESPECT YOU FOR THAT....DON'T FLY ME AWAY ""DON'T NEED TO BUY ME A DIAMOND RING TO UNLOCK MY HEART..."
"1828","USER_4c2ec32c","Pacific West"," I KNOW I BEEN EVERY WHERE ELSE JUST REMEMBER I TOLD YA (:"
"1829","USER_4c2ec32c","Pacific West","""UPSIDE DOWN "" DIANA ROSS (INSIDE OUT &ROUND&ROUND"
"1830","USER_4c2ec32c","Pacific West","RT : "
"1831","USER_4c2ec32c","Pacific West","GOT THE JAMS GOING DAVEION ROCKING TO THE BEAT JUST WAITING ON BIG DAVE AND THEN WE WILL BE GOOD(:"
"1832","USER_4c2ec32c","Pacific West","pandora taking it back for me & bringing something new at the same time "
"1833","USER_4c2ec32c","Pacific West","it feel good oh so good when u give love and love gives it right back "
"1834","USER_4c2ec32c","Pacific West","RT : Ladies:: Never let your heart cause you to forget to protect whats left of u"
"1835","USER_4c2ec32c","Pacific West","RT : Love is an act of endless forgiveness, a tender look at ur mate that becomes a habit"
"1836","USER_4c2ec32c","Pacific West","RT : u are 1 of a kind (remember this!) u will always be da best u dat eva did it!!"
"1837","USER_4c2ec32c","Pacific West","TIMES MAY BE HARD BUT I WILL NEVER LET IT STOP ME FROM DOING ME "
"1838","USER_4c2ec32c","Pacific West",""
"1839","USER_4c2ec32c","Pacific West","Yup! It's Official I'm BacK In Sac For A LiL Bit "
"1840","USER_4c2ec32c","Pacific West","RT : "
"1841","USER_4c2ec32c","Pacific West","RT : RT : "
"1842","USER_4c2ec32c","Pacific West","EVAN WHEN IT SEEMS YOUR AT YOUR WORST YOU WILL SEE YOUR AT YOUR BEST IN OTHERS EYE'S STAY MOTIVATED& STUNT'N 247ALLDAY DO YOU ALL TIMES(:"
"1846","USER_4c2ec32c","Pacific West","RT : Those who are fully. AWAKE or present are enlightened .. They live in a constant state of NEEDING NOTHING!!"
"1847","USER_4c2ec32c","Pacific West","Beyonce- No Broken Hearted Girl "
"1848","USER_4c2ec32c","Pacific West","RT : Its About To Go Dwn At Club Image For My Man  Bday Bash!!!! "
"1849","USER_4c2ec32c","Pacific West",""
"1850","USER_4c2ec32c","Pacific West","RT : Only the wrong doors close, the right ones will always be open. Its up to you to walk thru! "
"1851","USER_4c2ec32c","Pacific West"," YOU KNOW IT SOUND GOOD TO ME GOT TO KEEP THIS MONEY FLOWING YA HEMI!! HIT MY DM"
"1852","USER_4c2ec32c","Pacific West","RT : RT : Say wat u mean! Not wat they want to hear !"
"1853","USER_4c2ec32c","Pacific West","RT : I Need ALL of my SUPPORTERS 2call & request""HOOD CHICK FETISH""ft Yo Gotti to K104(214-787-1104& 97.9The Beat(214-787-1979"
"1854","USER_4c2ec32c","Pacific West","RT :  after i wrote that i thought of dream's song""right side""~lol..I feel U I made up my mind2day! I'm Done with B.s."
"1855","USER_4c2ec32c","Pacific West","RT :  wow what made u do that lol»I understand More Now&ain't seen No action or had help I have No B.D. I have a Donor"
"1856","USER_4c2ec32c","Pacific West","Yup Just Missing  can't wait to make More Hits Yall ain't Ready For 247ALLDaY But Glad I can Be Ur Motivation!!!! Choose Up"
"1857","USER_4c2ec32c","Pacific West","Thinking about My Sis  &  &my nepheuw& miss  and the kids "
"1858","USER_4c2ec32c","Pacific West","RT : False words are not only evil in its self, but it infects the soul with evil. "
"1859","USER_4c2ec32c","Pacific West","RT : I was on "
"1860","USER_4c2ec32c","Pacific West","MSTORRES247 YUP OR EMAIL  MS_TORRES98.COM I WILL GET BACK ON USTREAM SOON!!!!"
"1861","USER_4c2ec32c","Pacific West","RT : RT   ..LOL..what club u at???&lt;ghetto ass Impala smh never again!!~I feel U don't trip ladies night soon"
"1862","USER_4c2ec32c","Pacific West","Yup I'm Gonna Just Go hard Now with it feel much better & its therapeutic for Me Got My Voice back Ready for that MIC Get  Me"
"1863","USER_4c2ec32c","Pacific West","Can't stop slapping this Alicia keys-- "" Unthinkable "" ""I'm Ready"" "
"1864","USER_4c2ec32c","Pacific West","Up still "
"1865","USER_4c2ec32c","Pacific West","RT : Lesson learned: Looks can be deceiving"
"1866","USER_4c2ec32c","Pacific West"," MORNING (: AND WAKE UP CUZIN  AND HOPE U UP TOO "
"1867","USER_4c2ec32c","Pacific West","IN LIFE WE LEARN WHAT TO DO AND WHAT NOT TO DO NO MORE "
"1868","USER_4c2ec32c","Pacific West","YAY THE BOYS ON THERE WAY HOME AND I MISS MY JANAE HOPE SHE HAD FUN ME AND DAVEION HAD AN OK WEEKEN IT BE BETTER WHEN EVERY ONE BACK HOME"
"2925","USER_1c475ce1","Pacific West","RT : "
"2926","USER_1c475ce1","Pacific West","Este domingo "
"2927","USER_1c475ce1","Pacific West","por favor hagan RT para que "
"2928","USER_1c475ce1","Pacific West"," "
"2929","USER_1c475ce1","Pacific West"," "
"2930","USER_1c475ce1","Pacific West","RT : Ah ah, oh oh, ¡lo tenemos que lograr! Si todos a un tiempo, amamos en serio, el cielo nos oirá "
"2931","USER_1c475ce1","Pacific West","RT : Hoy, domingo 7 de marzo de 2010 todos "
"2932","USER_1c475ce1","Pacific West","RT : ¿Y todos los ""fans"" que twitean como 100veces cuando  escribe algo? ¡Vamos los quiero a todos "
"2933","USER_1c475ce1","Pacific West","parece que si funcionara "
"2934","USER_1c475ce1","Pacific West"," En apoyo a Gloria Trevi "
