"","User","Region","Tweet"
"2585","USER_5e89de51","New England"," lmfaoo ya lyin bro this niggah got to dem b4 us"
"2586","USER_5e89de51","New England","Dble chocolate pancakes is a must have .. Jus not here tho cz I aint trynna make it lol"
"2587","USER_5e89de51","New England"," lol that was only a one time thing"
"2588","USER_5e89de51","New England"," haha I kno I realized tha now but fuck it mang"
"2589","USER_5e89de51","New England"," idk bro I'm trynna get into somethin tho .. What u bout to do ?"
"2590","USER_5e89de51","New England"," nah bro the purple foamposites !! Shits r flames"
"2591","USER_5e89de51","New England","late night cruise"
"2592","USER_5e89de51","New England","RT : RT : RT : In the ZONE.....&lt;~ auto zone bro&lt;--oooo hellllll nooooo...ma lay&lt;~ lmfaooo chilll broo what u doin"
"4196","USER_87155091","New England","Morning all"
"4197","USER_87155091","New England"," I said its a good excuse...I know yall don't operate like I do...lol"
"4198","USER_87155091","New England"," check your ☎."
"4199","USER_87155091","New England"," wonder if I can get the rest of my $"
"4200","USER_87155091","New England","Snow flurries why???"
"4201","USER_87155091","New England"," yeh ok"
"4202","USER_87155091","New England"," &lt;---you too geez "
"4203","USER_87155091","New England","  u 2 r still  it. Too funny I swear."
"4204","USER_87155091","New England","Lol RT :  add hater to the list of ugly characteristics you've been charged with this week. lol "
"4205","USER_87155091","New England"," yeh I know it"
"4206","USER_87155091","New England","  yeh right yall know I'm about to go to work...smh"
"4207","USER_87155091","New England","Once again ppl. I can't stress this enough Reading Is Fundamental."
"4213","USER_87155091","New England","Lmao RT : *MJ glides a cross your screen* bam lol RT :   what's she's cool peeps"
"4214","USER_87155091","New England","RT :  is goin on on the old school funk & disco era...send in your requests..."
"4215","USER_87155091","New England",""
"5345","USER_74880a9f","New England","Lmao RT : Biggest turnoff when a guy tells you he's a jehovas witness ...no bullshit  !"
"5346","USER_74880a9f","New England","Interesting time lol RT : Omg the things you see at cvs at 11pm"
"5347","USER_74880a9f","New England","RT : Pain Affirmation: I may have to live with pain, but I absolutely refuse to be defined by it!"
"5348","USER_74880a9f","New England","AB &lt;3"
"5349","USER_74880a9f","New England"," adri doesn't lie! Xoxo"
"5350","USER_74880a9f","New England","Subway has breakfast?!"
"5351","USER_74880a9f","New England"," awwwww sooo nice of u!!!!! Xoxo lmao"
"5352","USER_74880a9f","New England"," I love u too gf!!! Can't wait to see u tomorrow!!! *bbm dancing face*"
"5353","USER_74880a9f","New England","RT : RT : Laugh as much as you breath, and Love as long as you live. -unknown"
"5354","USER_74880a9f","New England","Good morning world! Focus on this exam.... Feeling very very confident! HERE WE GO !"
"5355","USER_74880a9f","New England","""Life's too shot."" -Unknown"
"5356","USER_74880a9f","New England"," am I going to be in the country?! Lmao"
"5357","USER_74880a9f","New England","RT : If u love someone, let them know, cus if u leave here tomorrow... How are they ever going to know? "
"5358","USER_74880a9f","New England"," lmao thanks ;)"
"5359","USER_74880a9f","New England","Estupido lmao RT : Having extensive dental surgery would be less painful then sitting through this music appreciation class....."
"5360","USER_74880a9f","New England","On my way to get a blessing from my grandmother before this big trip! :)"
"5361","USER_74880a9f","New England","Andre just made my day!!!! He came to say bye to me at the airport!!! Lalala!!! :D"
"5362","USER_74880a9f","New England","Bye bye tweet world until 3/12 :)"
"5363","USER_74880a9f","New England","RT : Never want 2 much, hope 2 hard, or ask 2 much, always control ur greed & appetite"
"5947","USER_7dae9a82","New England"," thank you and good morning to u as well!"
"5948","USER_7dae9a82","New England"," u didn't have to say ewww... But I guess I may be!"
"5949","USER_7dae9a82","New England","Ps I know I haven't been tweeting much, but this is a 50 sumtin (like 53) hour wrk week. Sooooo ill tweet when I can!"
"5950","USER_7dae9a82","New England","I'm gettin real annoyd right now..."
"5951","USER_7dae9a82","New England","Brrrrrr"
"5952","USER_7dae9a82","New England","Yo this orajel commercial with this blk lady... No no no bueno! She seems like a re re to me!"
"5953","USER_7dae9a82","New England"," awww shux red thanks! All I'm sayen is that its the same shit every week! I should just get my rest while I can."
"5954","USER_7dae9a82","New England","Damn  idk why this song means sooooo much to me! ""The man who can't be moved"" BEAUTIFUL! I love it, and you 3! *hugs!*"
"5955","USER_7dae9a82","New England","RT :  I got big juicy ones «what u tlken bout? Hhhhhmmmm"
"5956","USER_7dae9a82","New England"," mmmmmm lemme find out!"
"5957","USER_7dae9a82","New England"," I may just want desert after our meal..."
"5958","USER_7dae9a82","New England"," I don't have hotmail or ur yahoo so ur S.O.L"
"5959","USER_7dae9a82","New England","I have like 20 contacts left! Lol so sad!"
"5960","USER_7dae9a82","New England","*following"
"5961","USER_7dae9a82","New England","This fucken pizza place and the parking situation is pissing me off! I was gunna get a slice there but they just pissed me off."
"5962","USER_7dae9a82","New England","Goodnight fukkahs!"
"5963","USER_7dae9a82","New England"," what's the sad face for!?"
"5964","USER_7dae9a82","New England","Omg, I couldn't wake up... I deff hit snooze for an hour... Whoops. I can get ready in 20 mins I guess."
"5965","USER_7dae9a82","New England","Is it nap time yet?"
"5966","USER_7dae9a82","New England","Thanks to  for the "
"5967","USER_7dae9a82","New England"," be specific...lol"
"5968","USER_7dae9a82","New England"," and thank you for the "
"5969","USER_7dae9a82","New England","I come into work, its packed and my bodd just told me my stalker has been in and out looken for me. I'm not in the mood. I will shank you!"
"5970","USER_7dae9a82","New England","2day is the day I rip someones fucking face off! You are all welcome to my trial..."
"5971","USER_7dae9a82","New England","Idk any more..."
"5972","USER_7dae9a82","New England","Haha  some girl I went out with twice. Dude she got a job at the mall just to see me cause I told her we couldn't date ne more."
"5973","USER_7dae9a82","New England"," I dnt eat them cuz they make me queezy."
"5974","USER_7dae9a82","New England","Ill be the 1st to tell you, I HATE saturdays at the fucking mall! I had to park in bumbfuck. East of no where... Can u say packed?"
"5975","USER_7dae9a82","New England","I'm watching the incredibles! So the fuck what man... "
"5976","USER_7dae9a82","New England","Siiiigh ne1 awake with me right now that's actually going to tlk to me and not bore me???"
"5977","USER_7dae9a82","New England","She came into my store... She's 6 months pregnant, and I got her addy now.... 3 more months. Fuck it ill give her 4!"
"5978","USER_7dae9a82","New England"," thank you baby!"
"5979","USER_7dae9a82","New England"," idk wtf to do with my self right now..."
"5980","USER_7dae9a82","New England","I'm sneezing sumtin crazy! Uggghhh F U spring cleaning!"
"5981","USER_7dae9a82","New England","Damn where did all this shit come from??? I'm on like trash bag "
"5982","USER_7dae9a82","New England","Its crazy what u come to finally throw away when u know ur going from haven ur apartment to haven a room..."
"5983","USER_7dae9a82","New England","Then the bathroom. Go threw all the shit I have... Do I really need a million things of lotion? Throw all that shit out. Then my room..."
"5984","USER_7dae9a82","New England"," I meant what should I make?"
"7006","USER_195311b5","New England","RT   like in batman- uz no lie on er thing, Im watchin that movie right now & thas y I tweeted that lol, poor lambo lol"
"7007","USER_195311b5","New England"," lol - hopefully I catch a good episode of it then"
"7008","USER_195311b5","New England","Fuck that I'm boutah get buff for the summer! All I need is a couple dumbbells, Mad Protein shakes & mad fuckin sandwiches!"
"7009","USER_195311b5","New England","RT :  is she paying you to model?? Idk, she say she wanna work wit me, she prolly gone try to use my ass 4 free"
"7010","USER_195311b5","New England"," lmfao real talk cuz, & I bet  when the detects pulled behind me I counted to 5 & they flashed they lights & I pulled over"
"7011","USER_195311b5","New England"," lmfao he accidently went into it thinkin it was a jewelry store or something right?"
"7012","USER_195311b5","New England"," lol got ppl askin me n da streets if I'm a ""Correia"" & they didn't kno I was a ""kriolo"" or some shit like that lol"
"7013","USER_195311b5","New England","RT  thnx : )  --gessh y u upp sO early!! Ya welcome! :-)- my mom woke me mad early to take my sis 2 work I'm so tired"
"7014","USER_195311b5","New England","RT : omg they Have the best pretzell evaaa  - haha hell yeh, I love the cinnamon sugar kind :)"
"7015","USER_195311b5","New England","Damn I thought I had like 260 followers - lol not 303 when did that happend?"
"7016","USER_195311b5","New England","Why do I feel like I'm avoiding road side BOMBs er time I'm driving on river street- so many damn pot holes I have to dodge"
"7017","USER_195311b5","New England","I'm So bored, that I am about to Sign on aim"
"7018","USER_195311b5","New England","""Stay away from college bitches Primo, all they want is Money, More, Money, & dick. Wait till they Graduate!"" &lt;--- "
"7019","USER_195311b5","New England","I apply diff rules, for diff ppl in my life, some can do / get away with. Than others cant"
"7020","USER_195311b5","New England","I'm bout to qoute wat I said at the end of my song"
"7021","USER_195311b5","New England","RT : I want another glazed donut more like 2 more, I love Glazzzed donuts :-) lol"
"7022","USER_195311b5","New England",""
"7023","USER_195311b5","New England",""
"7024","USER_195311b5","New England",""
"7025","USER_195311b5","New England",""
"7026","USER_195311b5","New England",""
"7027","USER_195311b5","New England","OMW to MILTON, ppl please pray for me bcus I'm forever getting pulled over by Milton Police lol"
"7028","USER_195311b5","New England","RT : » Instead of going to the gym I'ma go eat pancakes! - I'm on that same movement lol"
"7029","USER_195311b5","New England","Who's tryna roll wit me & my bro  to get some IHOP later on?"
"7030","USER_195311b5","New England",""
"7031","USER_195311b5","New England","Off to the Air-Port, ill see & talk to yall laterrrrr"
"7032","USER_195311b5","New England",""
"7033","USER_195311b5","New England","RT : RT : "
"7034","USER_195311b5","New England",""
"7035","USER_195311b5","New England"," "
"7036","USER_195311b5","New England",""
"7037","USER_195311b5","New England"," u kno i got youuuu"
"7038","USER_195311b5","New England","ima Beat That Pussy UP! Girl ima give u the Type of Dick, That Would Remind "
"7039","USER_195311b5","New England",""
"7040","USER_195311b5","New England","RT  and I'm always ready to give him dat beckyyy!!! ohhhh yeeeh "
"7041","USER_195311b5","New England","Brb yall - I can tweet & driveee, you know the Rules!!!"
"7042","USER_195311b5","New England","There's so much fuckin traffic right now I feel like I'm driving in LA"
"7043","USER_195311b5","New England","Worst fucking headache ever! Mayb I jus need food or something :-("
"7044","USER_195311b5","New England"," the ultimate doug e fresh!!! lmao"
"7045","USER_195311b5","New England","OMG I NEED TO B HOME, IM MISSSSSSSSSSING ALL THE ACTION!!! WTF PPL TWEETS MAKING ME JEALOUS LOL"
"7358","USER_6c3d76bf","New England","RT : Yea it is so what! RT   that's her routine lol&gt;I aint say nuthin gangsta lol"
"7359","USER_6c3d76bf","New England","RT : i have a secret....."
"7360","USER_6c3d76bf","New England","And for the record, I don't go after biddys cuz they got dough...I make my own paper"
"7361","USER_6c3d76bf","New England","  who??"
"7362","USER_6c3d76bf","New England"," gggggg-unit nigga! LMAO"
"7363","USER_6c3d76bf","New England","  Niggaz watch that bullshit? What the fuck is going on? SMH"
"7364","USER_6c3d76bf","New England","Ok so I'm chillin wit my nigga and dis shorty is blowin his phone. Shorty u have a husband...call ya man smh its 130am. Wats really good lol"
"7365","USER_6c3d76bf","New England","But niggaz is weird...right!"
"7366","USER_6c3d76bf","New England","RT : Waking up to drool on ur face means u had a good night's rest, "
"7367","USER_6c3d76bf","New England","RT : Didn't jay kill off auto tune? Why we still usin it ?! -_-&gt;nobody follows Jay's rules...he aint God LOL"
"7368","USER_6c3d76bf","New England","LMAO yall killin me"
"7369","USER_6c3d76bf","New England"," that show played some good songs"
"7370","USER_6c3d76bf","New England"," yea, I'm pointin at all my tip drill followers in my profile pic lol"
"7371","USER_6c3d76bf","New England","RT :  feet tats hurt&gt;but they sexy tho....u have one? Twitpic! LOL"
"7372","USER_6c3d76bf","New England"," Teen Summit was good, very imformative"
"7373","USER_6c3d76bf","New England"," LMAO so they aint even celebs? Jus reg, basic bitches? What's the big deal wit that? Smh"
"7374","USER_6c3d76bf","New England","This guests are fuckin nosey...why yall touchin shit and askin questions? Go ahead wit all that"
"7375","USER_6c3d76bf","New England","RT : no such things as "
"7376","USER_6c3d76bf","New England","RT : If its death before dishonor then there's a lot of niggas I should of killed...&gt;Amen"
"7377","USER_6c3d76bf","New England","RT : Do Politicians get into politics to REALLY make a difference or do they have ulterior motives&gt;A lot do for a motive"
"7378","USER_6c3d76bf","New England","I deactivated my Facebook....I can only be reached from my cell, BBM or Twitter. "
"7379","USER_6c3d76bf","New England"," exactly...niggaz should do that"
"7380","USER_6c3d76bf","New England","   she aint proud to be CV smh lol"
"7381","USER_6c3d76bf","New England","RT : "
"7382","USER_6c3d76bf","New England","RT : "
"7383","USER_6c3d76bf","New England","RT : I used to get it in in the basement when i was "
"7384","USER_6c3d76bf","New England"," Son u be gettin it in...hopefully u can come thru Venu Sundays."
"7385","USER_6c3d76bf","New England","RT : "
"7386","USER_6c3d76bf","New England","Did this nigga Ben Wallace really airball two free throws in a row? Smh"
"7387","USER_6c3d76bf","New England","RT : Stop..............in the name of love. &gt; "
"7388","USER_6c3d76bf","New England","RT : Why is wale on sports center?!?!?he not lil Wayne: / "
"7389","USER_6c3d76bf","New England","Both dudes can score easy but Wade I think is a better defender so ima rock wit him. LBJ tho hands better than both dudes"
"7390","USER_6c3d76bf","New England","If LBJ wins this chip, there will be no argument. Best player in the league after that. Which sucks for Kobe"
"7391","USER_6c3d76bf","New England","If Wade can win with this Miami team, ill be the best player ever LOL he's team is trash. Nah but that nigga got no chance dis year lol"
"7392","USER_6c3d76bf","New England"," I think the success of the denver is split between Melo and Billups"
"7393","USER_6c3d76bf","New England","March 9th is a National hip hop holiday....gettin my Biggie tracks together cuz ima bump Big all day."
"7394","USER_6c3d76bf","New England","RT : Its madd nice out!&gt;Don't get too excited...we in Mass, shit could get cold real quick Lol"
"7395","USER_6c3d76bf","New England","RT : In Boston/Cambridge why "
"7396","USER_6c3d76bf","New England","RT : Many couple mistakenly plan a fairy tale wedding,, when the real focus should be a fairy tale life 2gether&gt;preach!!"
"7397","USER_6c3d76bf","New England",""
"7398","USER_6c3d76bf","New England"," LOL u already kno...fam, how ya passport lookin? I'm plannin a trip in June for dudes for like a week. Holla at me"
"7399","USER_6c3d76bf","New England","RT : Anyone sleeping on this Fab mixtape There Is No Competition 2 : Funeral Service "
"7400","USER_6c3d76bf","New England","RT : "
"7401","USER_6c3d76bf","New England"," wine for me, slow wine for me (R. Kelly voice) lmao!!"
"7402","USER_6c3d76bf","New England","If you have America Online aka AOL as ur internet provider "
"7403","USER_6c3d76bf","New England","RT : "
"7404","USER_6c3d76bf","New England","RT : If u dont wanna have sex after listenin to that song.. something is physically wrong with u.....Woo.....*hand fan*&gt;Tru"
"7405","USER_6c3d76bf","New England","RT : "
"7406","USER_6c3d76bf","New England","  you need to stop hating shorty smh"
"8637","USER_53a4d737","New England","All I Know Is If  and  Don't Get They Asses Over Here Soon....I'll Rob Them For All They Got...."
"8638","USER_53a4d737","New England"," ur so immature Lewis geez go paint something lol *sidenote (I think Norman Is Drooling On My Leg)"
"8639","USER_53a4d737","New England","Lmao RT : Hahaha def RT : If you got a mink coat on and you waitin for the bus "
"8640","USER_53a4d737","New England"," Oh - don't remember seein it lol"
"8641","USER_53a4d737","New England","Wateva Hoe! RT : Am I really still hungry after I just ate...omg i'm suffering from  syndrome hehe"
"8642","USER_53a4d737","New England"," he's good he said u needa get on the bb wave and stop plyin so we can tlk all the time lmao"
"8643","USER_53a4d737","New England"," lmfaooooo "
"8644","USER_53a4d737","New England"," Lmfaoooo Yess! Yes!!! I Love!! Lmfaoo!"
"8645","USER_53a4d737","New England","Don't Kno Why I'm Even Puttin My Bed Together Me and  Only Gonna Break It Again.. Dahahaha Jk..."
"8646","USER_53a4d737","New England","OwWwWw lol RT :  lmao we broke the fuckin bed like 3 times lol...we really shouldn't be talkin about this...lol"
"8647","USER_53a4d737","New England","RT :  yes yess "
"8648","USER_53a4d737","New England"," Lmfaoooo shutup!!! U Kno I'm Still Wit AV..When Yall Wana Use Me : ( I did one for u too boo...Lol if it counts for anything"
"8649","USER_53a4d737","New England","Aww Boo : ) No Need To Dream ; ) Lol RT : "
"8650","USER_53a4d737","New England","RT : RT  "
"8651","USER_53a4d737","New England","That's It!...Ima Book This Trip To Europe Right Now..  Get The Drinks And Rich Men Ready Fi Di Gyal... Lmao I Needa See The Wrld :)"
"8652","USER_53a4d737","New England"," *kanye shrug* whalever"
"8653","USER_53a4d737","New England","Think Ima Let Ni Wear Her Hair Out Today.... : ) Let's See How It Goes"
"8654","USER_53a4d737","New England"," LMAO!!!! YES! YESS!! I See It!!!!!! Lmao Let's Do It!!!"
"8655","USER_53a4d737","New England","I Hate When Unattractive Girls Be Talkin Like They Cute...It Makes Me Notice Their Unpretty Even More "
"8656","USER_53a4d737","New England","RT : ""God would not give us the ability to dream without giving us the ability to make dreams come true."""
"8657","USER_53a4d737","New England"," But U Aint Go Yet...So What U Sayin ??? Lol And I Will Have You Get Em...Lol But Jus So Hoes Can Know I Got The Heat....lol"
"8658","USER_53a4d737","New England"," It Issss. Lol"
"8854","USER_34608923","New England"," she was found dead"
"8855","USER_34608923","New England"," i am good. the sun actually has been out two days in a row and its getting warmer : )"
"8856","USER_34608923","New England"," Well good afternoon to you too"
"8857","USER_34608923","New England"," that is good. hang in there. i will pray for you."
"8858","USER_34608923","New England"," Good evening How was your day today??"
"8859","USER_34608923","New England"," deal I will : )"
"8860","USER_34608923","New England"," ah... i never use hashtags...when i hit reply I erase them...too much confusion for my simple brain"
"8861","USER_34608923","New England","RT : Air Traffic controller brought child 2 work on snow day and let him call out departures to pilots...He will soon B lookin ..."
"8862","USER_34608923","New England"," YEP "
"8863","USER_34608923","New England"," everyone on Hollyoaks is cheating on each other LOL crazy people"
"8864","USER_34608923","New England"," ugh fun fun fun"
"8865","USER_34608923","New England"," yep sorry. maybe someone will let u borrow theirs..if i had one u could use it but I dont only 3 cameras"
"8866","USER_34608923","New England"," LOL SORRRY"
"8867","USER_34608923","New England"," its only spring trainiing"
"8868","USER_34608923","New England"," that was a song some years back.. I only listen to fox news on my radio...today's music personally is icky"
"8869","USER_34608923","New England"," you did?"
"8870","USER_34608923","New England"," yep me too they moved her to her own show because ratings were lagging in the 1-3 slot"
"8871","USER_34608923","New England","RT : In Idaho, it's illegal to give a gift of chocolate that weighs more than 50lbs. Mmm...50 lb chocolate. (H/T to )"
"8872","USER_34608923","New England"," she has good taste : )"
"8873","USER_34608923","New England"," purrrrrrr"
"8874","USER_34608923","New England","RT : sismo de 6.3 en Antofagasta, Chile"
"8875","USER_34608923","New England"," ah thanks...now i understand...i can tell u love to take pictures : ) "
"8876","USER_34608923","New England"," yep siamese tend to talk too much lol...i love cats though"
"8877","USER_34608923","New England"," Whatz Happening?"
"8878","USER_34608923","New England"," i used to live there for 10 yrs I know"
"8879","USER_34608923","New England"," excellent i am gladd u are better :) xd"
"8880","USER_34608923","New England"," YES "
"8881","USER_34608923","New England","RT : Don't let anyone steal your dream. It's your dream, not theirs. Dan Zadra "
"8882","USER_34608923","New England"," that sucks...fox news alert!"
"8883","USER_34608923","New England"," oh its an album...i thought u were talking about evil spirits"
"8884","USER_34608923","New England"," lol... i only chat with people i know..."
"8885","USER_34608923","New England"," Hello how are u doing today?"
"8886","USER_34608923","New England"," u mean her not u... LOL... I know I do... its hard to type one sentence ...thx"
"8887","USER_34608923","New England"," Good Morning Lexi. Happy Friday ! "
"8888","USER_34608923","New England"," not yet"
"8889","USER_34608923","New England"," how awful"
"8890","USER_34608923","New England"," what happened to Kimberly how come she hasnt been on in like a month?"
"8891","USER_34608923","New England"," it hate that smell in the nail salons gives me head"
"8892","USER_34608923","New England"," and now he has given us your name and you are about to have a changed life. just wait and see and smile"
"8893","USER_34608923","New England"," lol"
"8894","USER_34608923","New England"," i usually try to do it once a month... sometimes i forget"
"8895","USER_34608923","New England"," can u drive the golfcart on the road? ///did u get one of those free  govt golf carts?"
"8896","USER_34608923","New England"," sagging apples LOL"
"8897","USER_34608923","New England"," amazingly talented but I think she must have been dropped as a child"
"8898","USER_34608923","New England"," oh yea its not out yet? i actually saw it before its out..wow"
"8899","USER_34608923","New England"," bon Soir"
"8900","USER_34608923","New England"," Yep u are on the ball : )"
"8901","USER_34608923","New England"," NEVER"
"8902","USER_34608923","New England"," tell  about prog we watched and first song sung...u are the expert she is obsessed with Gaga"
"8903","USER_34608923","New England"," there's still time for u to run"
"8904","USER_34608923","New England"," ah yes...well i have no school i never sleep have no friends so I have plenty of time to be obsessed on here"
"8905","USER_34608923","New England"," good night"
"8906","USER_34608923","New England"," true its small but it could come in handy to have its free"
"8907","USER_34608923","New England"," oh that was too easy thanks so much"
"8908","USER_34608923","New England"," no but I am sure I will soon"
"8909","USER_34608923","New England"," how are you today?"
"8910","USER_34608923","New England"," I am from Connecticut. it is 1/2 way between Boston and New York City. Lived all over. Only been to border towns in Mexico"
"8911","USER_34608923","New England"," she had 2700 5 min after he posted her name and now she has like 8600. like in 6 hrs amazing...sorry to butt in"
"8912","USER_34608923","New England"," U dont trust me? or wait I'm not a girl LOL"
"8913","USER_34608923","New England"," no that wasn't the point. I was just showing the power of twitter. She had 3 followers and 8 hrs later she had 8600"
"8914","USER_34608923","New England"," ok standing by"
"8915","USER_34608923","New England","They got me on this new job selling printers. Only prob no power here. Humm how can 1 demo machines? 4 hrs. Guess I will have time to tweet"
"8916","USER_34608923","New England"," lol have a nice day"
"8917","USER_34608923","New England"," I can hook up their computers in their new houses lol. I am not handy at building things?"
"8918","USER_34608923","New England"," ok have fun. If u need help yell loudly lol"
"8919","USER_34608923","New England"," it cost money can i use your credit card?"
"8920","USER_34608923","New England"," twitteranalyzer says u are my closest friend LOL"
"8921","USER_34608923","New England"," sometimes formspring doesnt send one an email until hrs later to let u know someone has written to u"
"8922","USER_34608923","New England"," and boss no answer when i called. so I tweeted for 4 hrs I had extra battery I was prepared LOL hope your day was good!!!"
"8923","USER_34608923","New England"," there must be splenda butter?"
"8924","USER_34608923","New England"," you are on right now"
"8925","USER_34608923","New England"," there's probably lots of spiders down there LOL"
"8926","USER_34608923","New England"," your still typing OK... LOL"
"8927","USER_34608923","New England"," now you can carry a gun in Starbucks LOL"
"8928","USER_34608923","New England"," parole officer?? you are on parole?"
"8929","USER_34608923","New England","RT : You know who our "
"8930","USER_34608923","New England"," RT : Shavua Tov! Wishing you all a great week!"
"8931","USER_34608923","New England"," have fun be safe"
"8932","USER_34608923","New England"," popcorn and Don Julio wow awesome!"
"8933","USER_34608923","New England"," was someone mean to u?"
"8934","USER_34608923","New England"," its OK nevermind it was that twitter analyzer. I was just trying to figure it out... I was kidding Portguese... nevermind"
"8935","USER_34608923","New England"," never heard of him. The next important birthday is yours!"
"8936","USER_34608923","New England"," follow me because I am so boring u will fall asleep at nite when u have insomnia lol"
"8937","USER_34608923","New England"," not as beautiful as u LOL"
"8938","USER_34608923","New England"," if its not correct i will tell u dont worry"
"8939","USER_34608923","New England"," you are going to movies during oscars how bizarre?"
"12436","USER_49469642","New England",""
"12437","USER_49469642","New England","Rise & Shine!"
"12438","USER_49469642","New England","RT : On a scale of one to Wendy Williams, how manly are you? -- lmfao! Burnn"
"12439","USER_49469642","New England","Borrow a pen and start chewing on the end "
"12440","USER_49469642","New England","Spread lame rumors/lies "
"12441","USER_49469642","New England","Say the ending of a movie "
"12442","USER_49469642","New England",""
"12443","USER_49469642","New England","My mom's mad cuz she was gonna give me my daily carrots&beets juice, but I hid the gallon. "
"12444","USER_49469642","New England"," Lol no doubt"
"12445","USER_49469642","New England","RT : ""...i've learned there's no such thing as a secret"""
"12446","USER_49469642","New England"," Lol I've seen that before, but in Haverhill!"
"12447","USER_49469642","New England"," Oh yeah, almost forgot I'm/am!"
"12448","USER_49469642","New England"," yesss. On another note, we still haven't even planned when we're gonna go see that movie with  !"
"12449","USER_49469642","New England",""
"12450","USER_49469642","New England",""
"12451","USER_49469642","New England",""
"12452","USER_49469642","New England"," Lmao at the stupid Voke they had a million cameras & hall monitors lol. On top of that, the damn place was deserted"
"12453","USER_49469642","New England",""
"12454","USER_49469642","New England",""
"12455","USER_49469642","New England",""
"12456","USER_49469642","New England",""
"12457","USER_49469642","New England","RT : "
"12458","USER_49469642","New England","  Lmaoo that person ruined my joke!"
"12459","USER_49469642","New England"," Lol don't worry, it'll be over in no timeee"
"12460","USER_49469642","New England"," Haha 1 hit to the head with that is all you need.. I would know lol jk"
"12461","USER_49469642","New England"," Good to hear you're getting some sleeep! Lol"
"12462","USER_49469642","New England"," No, no.. Thank YOU! Lol"
